Description,Price,Old Price,Reviews
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Blue + Free Cover","KSh 20,699","KSh 18,999",5 out of 5
"XIAOMI REDMI NOTE 13,6.67 INCHES AMOLED DISPLAY,(128GB ROM/6GB RAM)120HZ,108MP,5000MAH,DUAL SIM,BUDS & WATCH","KSh 2,400","KSh 5,000",5 out of 5
"Itel Flip 1,2.4""Flip phone, Dual SIM,1200MAH, FM radio,opera mini-Blue","KSh 16,059","KSh 22,000",3.4 out of 5
"Nokia C1 2nd Edition ,5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh, 5MP, Blue","KSh 32,999","KSh 24,999",4 out of 5
"Oppo A58, 6.72'' , 8GB RAM + 128GB, 50MP Cam, 4G, Dual Sim 5000mAh - Dazzling Green","KSh 30,065","KSh 35,555",5 out of 5
"XIAOMI Redmi A3x 6.71"" 3GB RAM + 64GB ROM, Android 14 (Dual Sim) 5000mAh - White + Free Gifts","KSh 1,700","KSh 3,499",5 out of 5
"Tecno POP 8 6.6"" - 64GB ROM + Up to 4 GB RAM - Android 13, Dual sim, 5000mAh- Dual Speaker - BDS SW","KSh 2,700","KSh 1,700",4.1 out of 5
"VILLAON V20 6.3"" 2GB RAM+32GB Storage 8MP Camera-3000mAh Dual sim-","KSh 1,899","KSh 3,300",5 out of 5
Smart Phone Real 4G S24 Ultra Built-in Pen 7.3-Inch Large Screen Android 8.1 3 64,"KSh 18,399","KSh 20,000",4.2 out of 5
"Tecno POP 9, 6.67"", 64GB ROM+ 3GB RAM+ (Plus 3GB RAM Extended), 13MP, 4.5G (Dual SIM) 5000MAh -  Black","KSh 34,999","KSh 3,500",1 out of 5
"Bontel Q1000//2.4"" Selfie Camera - Ultra Slim-Magic Voice -1300mAh-Big Battery //Black","KSh 23,699","KSh 28,999",5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue + Black Cover & Adapter","KSh 21,199","KSh 18,000",5 out of 5
"Tecno POP 9, 6.67"", 64GB ROM+ 3GB RAM+ (Plus 3GB RAM Extended), 13MP, 4.5G (Dual SIM) 5000MAh -  Black + Smart Watch & Earbuds","KSh 20,599","KSh 40,000",5 out of 5
S23u Android Phone 7.0-Inch All-in-One Machine 800W Pixel 6 512G Mobile Phone Factory Low Price Mobile Phone,"KSh 17,999","KSh 1,900",5 out of 5
"Vivo  Y03 128GB+ upto 8GB 4+4 6.56"" 90Hz Display Android 4G 5000mAh Smart Phones 1 Years warranty phone","KSh 16,926","KSh 23,999",5 out of 5
"Realme C30s, 6.5"" Display, 64GB + 3GB RAM, 8MP (Dual SIM) 5000mAh - Blue","KSh 2,400","KSh 60,000",5 out of 5
"Samsung Galaxy A14, 6.6"", 128GB + 4GB(Dual SIM), 5000 MAh, +FREE QUALITY  GIFTS","KSh 22,598","KSh 170,000",5 out of 5
"Nokia 3310, 2.4 Inches 2MP Dual SIM","KSh 12,530","KSh 29,000",3.8 out of 5
"Samsung  GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+CLASSY GIFTS","KSh 16,990","KSh 4,000",5 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP 5000 mAh FFF","KSh 52,000","KSh 35,000",2 out of 5
I16 Pro Dual SIM Dual Standby Foldable Mini Flip 2G Mobile Phone Free 16GB TF Memory Card-Purple,"KSh 20,019","KSh 2,500",5 out of 5
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,(64GB ROM +4GB RAM)5100MAH,90HZ,ANDROID 14,SPLY""","KSh 12,599","KSh 14,499",3 out of 5
"Infinix HOT 50 PRO +,AMOLED CURVED SCREEN DISPLAY 6.78"" INCHES(8GB +8GB) RAM & 256GB ROM,5000MAH,50MP","KSh 28,490","KSh 50,000",2 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb) RAM  (Dual SIM), 50MP, 5000mAh -  Horizon Gold","KSh 1,580","KSh 2,000",4.4 out of 5
"Oppo A38 6GB+128GB 50MP AI Camera 6.56"" 90Hz Sunlight Display 33W 5000mAh Type-C Charge Android 13 4G Dual Sim Smart Phones",KSh 750,"KSh 1,700",3.6 out of 5
Bontel 3310 1 77 DISPLAY DUAL SIM,"KSh 15,999","KSh 35,000",5 out of 5
"Tecno Spark 30c, 6.67'' HD+, 128GB ROM + (4+4)GB RAM (Dual Sim) 50MP, 5000 mAh - Orbit White + Smart watch+pods","KSh 17,000","KSh 4,500",4.4 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB ROM, 50MP (Dual Sim)-+CLASSIC GIFTS","KSh 15,901","KSh 20,999",4 out of 5
"Realme Note 50 3GB RAM (expandable to 6) + 64GB, 6.74'' inch, 5000mAh-","KSh 52,000","KSh 25,000",5 out of 5
"Nokia 6310,2.8 Inchs, 8MB+16MB,Dual Sim - Black","KSh 12,699","KSh 7,999",5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue Black + Black Silicone Cover","KSh 13,199","KSh 3,000",4 out of 5
"Tecno Spark 10C, 6.6"", 128GB + 4GB, Dual SIM, 5000mAh + Smart Watch & Power Bank","KSh 14,599","KSh 13,500",5 out of 5
Itel 5081,"KSh 95,000","KSh 20,000",2 out of 5
"Samsung Galaxy A25 5G, 6.5"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Black + Free Gifts","KSh 34,999","KSh 25,999",4.5 out of 5
"Tecno SPARK 20C,UPTO 12GB RAM,256GB ROM,5000MAH,50MP,SPLY""","KSh 2,450","KSh 3,300",4.8 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Blue +Free Pods","KSh 2,880","KSh 24,999",4.7 out of 5
"Apple Iphone 14 Pro Max, 256GB + 6GB RAM (Single SIM), Silver","KSh 11,505","KSh 18,000",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + SW BDS 2 MG,"KSh 22,699","KSh 49,999",3.8 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UJO","KSh 13,699","KSh 19,999",3.5 out of 5
"SQ LS 820,Fixed Wireless Desktop Telephone ,Dual SIM,Office And Home Phone ""C.E""","KSh 1,650","KSh 7,999",4.2 out of 5
Oppo  RENO 12F 5G 12GB RAM + 256GB ROM 5000 MAH BATTERY DUALSIM+ SW  BDS  PB,"KSh 13,150","KSh 19,999",4.3 out of 5
"Tecno  POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh CCC","KSh 22,999","KSh 40,000",3.8 out of 5
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+ Gifts","KSh 17,299","KSh 35,000",4.3 out of 5
"Nokia 3310, 2.4 Inches 2MP Dual SIM - Dark Blue NENA","KSh 1,989","KSh 39,999",4 out of 5
"Tecno Spark 20 (KJ5) 6.6"", 128GB + Up To 8GB RAM, 50MP, 5000mAh,","KSh 25,999","KSh 20,000",3.5 out of 5
"Tecno Spark 30c, 6.67'' HD+, Up to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black + Free Gifts","KSh 19,750","KSh 23,999",2.5 out of 5
"Realme C55  6.72'', 8GB RAM + 256GB ROM, Dual Sim, 64MP, 5000mAh - BLACK","KSh 3,250","KSh 22,000",5 out of 5
"Nokia 150 2.4 Inch,Dua-Sim,1020mAh-Cyan","KSh 6,299","KSh 35,733",3.9 out of 5
"Bontel 3310//1,000 MAhBattery,,fm Radio//free Gifts","KSh 26,999","KSh 39,999",5 out of 5
"Tecno T 301, (Dual Sim) Button Phone- Memory Card Slot-Black + Quality GIFTS","KSh 10,699","KSh 29,999",4.5 out of 5
"XIAOMI REDMI 14C,6.88"" IPS LCD ,4GB RAM & 128GB ROM,5160MAH,WATCH & BUDS,BLACK","KSh 11,799","KSh 29,999",4.7 out of 5
"Samsung  Galaxy S24 Ultra 5G - 256 GB,5000mAH.","KSh 5,785","KSh 14,499",5 out of 5
"Itel 5362, 2.8"" Big Screen, 3 Sim, Opera Mini, Black","KSh 7,054 - KSh 12,149","KSh 40,000",4.3 out of 5
"XIAOMI Redmi Note 13, 6.67"", 256GB + 8GB RAM, 108MP Camera, (Dual SIM), 5000mAh","KSh 11,999","KSh 20,999",5 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired BVC","KSh 2,700","KSh 39,999",3 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM OOO","KSh 19,998","KSh 18,000",4.8 out of 5
"Nokia 110 1.77"" Dual SIM,, FM Radio, Camera Phone - Black","KSh 12,899","KSh 73,000",1 out of 5
"Samsung Galaxy A05s, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, SILVER+FREE GIFTS","KSh 9,175","KSh 65,000",5 out of 5
"Samsung Galaxy Note20 Note 20 5G 6.7"" -8+128GB -single sim with esim- Mystic Black","KSh 14,999","KSh 30,222 - KSh 35,346",4.2 out of 5
"Samsung Galaxy S23 Ultra 5G, 6.8"", 256GB (Dual SIM), 5000mAh, Black","KSh 9,250","KSh 30,000",4.2 out of 5
"Realme C61 6.74'',  128GB ROM + 6GB RAM (Dual SIM), 5000mAh Battery - Blackw26","KSh 17,599","KSh 23,000",3 out of 5
Itel 6360 2000mAh 2.8'' Display Smart Touch Button Feature Phone,"KSh 4,500","KSh 1,900",3 out of 5
"XIAOMI  Redmi Note 13 - 6.67"" (8GB RAM, 128GB ROM) Android 13 +POWER BANK I12 S WATCH","KSh 19,950","KSh 20,000",4 out of 5
"Bontel A225,,1.77' Mobile Phone (Dual Sim) Flip Phone ,,,,1000Mah","KSh 13,970","KSh 18,999",4 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black","KSh 3,275","KSh 2,000",4.8 out of 5
"Samsung Galaxy A35 5G, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh","KSh 14,950","KSh 50,000",4 out of 5
"Bontel L400 1.77""Screen,Big Speaker,  (Button Phone)+Gifts","KSh 28,999","KSh 4,500",4.1 out of 5
"Bontel 3310//1,000 MAhBattery,,fm Radio//free Gifts","KSh 17,699","KSh 45,999",5 out of 5
"XIAOMI  Redmi Note 13 - 6.67"" (8GB RAM, 128GB ROM) Android 13 +POWER BANK I12 S WATCH","KSh 23,000","KSh 100,000",3.9 out of 5
"Nokia 3310, 2.4 Inches 2MP Dual SIM","KSh 1,030","KSh 30,000",5 out of 5
"Samsung Galaxy A05, 6.7'' 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh COMES WITH FREE GIFTS ( HEADER + SILICONE COVER   ) FOR YOU","KSh 14,899","KSh 20,000",4.5 out of 5
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Black + Swima","KSh 27,399","KSh 25,000",4 out of 5
"Nokia 6310,2.8 Inchs, 8MB+16MB,Dual Sim - Black","KSh 9,999","KSh 9,999",4 out of 5
"Tecno  T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI + Free 5 Way Power Extension Cable","KSh 4,999","KSh 17,899",2.5 out of 5
"XIAOMI Redmi 14C, 6.88"" (128GB Storage+4GB RAM) (Dual Sim) 5160mAh - MIDNIGHT BLACK","KSh 19,699","KSh 20,999",3.5 out of 5
Vivo  Y03 - 6.56'' - 4GB RAM + 64GB ROM - Dual SIM - 5000mAh - LVAN 2,"KSh 17,699","KSh 17,999",4 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue + Black Silicone Cover","KSh 2,590","KSh 19,000",3 out of 5
"Tecno T 301, (Dual Sim) Button Phone- Memory Card Slot-Black + Quality GIFTS","KSh 33,499","KSh 60,000",5 out of 5
"Infinix HOT 50i Display: 6.7 HD 6GB RAM (Expandable up to 12GB) 128GB Storage,..Lii-bk+FREE GIFTS.","KSh 16,200","KSh 18,000",4.8 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UJO","KSh 26,399","KSh 19,000",2 out of 5
Apple IPhone X 64GB HDD- 3GB RAM- Space Grey,"KSh 128,000","KSh 10,999",5 out of 5
"Samsung Galaxy A04, 6.5"" Display 64GB ROM + 4GB RAM (Dual SIM) 5000mAh- Black","KSh 14,450","KSh 3,000",4.5 out of 5
"Dual Sim 4G Android Smartphone Y66 5.5"" Screen16MP Rear/13MP Front Camera","KSh 13,180","KSh 1,900",4.5 out of 5
Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+EARBUDS+WATCH,"KSh 3,200","KSh 50,000",4.3 out of 5
"Itel S23 Plus 6.78"" AMOLED, 256GB ROM + Up To 16GB RAM, 5000mAh 50MP WATCH","KSh 47,770","KSh 2,000",3 out of 5
"Tecno POVA 6 NEO,6.78"" INCHES DISPLAY,UPTO 16GB RAM & 256GB ROM,7000MAH BATTERY,120HZ,50MP,BUDS & SMART WATCH","KSh 12,499","KSh 80,000",4.5 out of 5
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Titan Gold  (1YR  WRTY)","KSh 11,598","KSh 30,000",1 out of 5
"Realme NOTE 50 6.74 display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +I12 BUDS","KSh 4,200","KSh 100,000",4.4 out of 5
"Samsung Galaxy A05s, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, SILVER+FREE GIFTS","KSh 16,500","KSh 2,500",3.8 out of 5
"Tecno Spark 20 (KJ5) 6.6"", 128GB + Up To 8GB RAM, 50MP, 5000mAh,","KSh 14,299","KSh 30,000",4 out of 5
Sony Xperia 5 Iii Snapdragon 888 5G 120Hz OLED Triple Camera 128GB ROM 8GB RAM 4500mAh Battery Android 11 Smart Phones,"KSh 22,500","KSh 39,999",4 out of 5
"Samsung C67 6.72'', 256GB Storage+ 8GB (Expandable Up to 16GB), 108MP Camera (Dual sim) 5000mAh - Sunny Oasis","KSh 2,799","KSh 1,600",3.5 out of 5
Infinix Note 40 - 6.78'' Display - 256GB Storage -upto 16GB RAM - 108MP - 5000mAh Battery-+FREE BUDS+WATCH.,"KSh 1,550","KSh 40,000",4 out of 5
"Realme  C53 6.74'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh - Black","KSh 2,250","KSh 9,000",1 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black","KSh 13,790","KSh 49,999",4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 Inches""(8+8)16GB RAM+256GB ROM' 5,000 MAh"" Dual SIM JJJ","KSh 124,999 - KSh 129,999","KSh 220,000",4 out of 5
"XIAOMI Redmi A3, 6.71"" Display 4GB RAM + 128GB 5000mAh   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK )","KSh 2,499","KSh 26,999",1 out of 5
"Vivo V40 Lite- 6.67,- GB + 256 GB ROM -(Dual SIM) -5000 mAh- Titanium Silver- (2YRs WRTY)","KSh 23,999","KSh 20,000",4 out of 5
"Samsung Galaxy A04e,6.5"" PLS LCD(32GB ROM +3GB RAM) 5000MAH","KSh 13,199","KSh 16,000",5 out of 5
"Oppo Reno 12 5G, 6.67'' , 120Hz, 12GB RAM + 512GB , 50MP, 80W SUPERVOOC Flash Charge, 5000mAh - Astro Silver + FREEBIES","KSh 26,999","KSh 69,999",3.8 out of 5
"Samsung  Galaxy S24 Ultra 5G - 256 GB,5000mAH.","KSh 1,800","KSh 245,000",3 out of 5
Oppo  RENO 12F 5G 12GB RAM + 256GB ROM 5000 MAH BATTERY DUALSIM+ SW  BDS  PB,"KSh 16,395","KSh 2,400",5 out of 5
S23 Ultra 8gb+256gb Memory 6.6-inch Screen Android 14 Octa-core Mobile Phone,"KSh 50,000","KSh 20,000",2.5 out of 5
XIAOMI REDMI 13 6.79 INCH 6GB RAM + 128 GB ROM BATTERY 5030 MAH DUAL SIM LIV I12,"KSh 115,000","KSh 5,499",3.5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + SW BDS 2 MG,"KSh 16,999","KSh 19,999",4.7 out of 5
"Nokia 110 1.77"" Dual SIM,, FM Radio, Camera Phone - Black","KSh 3,599","KSh 23,500",2.3 out of 5
"Samsung Galaxy A04e, 6.5"",( 32GB + 3GB)(Dual SIM), 13MP, 5000mAh,FREE WATCH,DISK & OTG","KSh 23,999","KSh 25,999",3 out of 5
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh","KSh 1,899","KSh 1,800",4.5 out of 5
"Tecno T302,DUAL SIM,WITH A MEMORY CARD SLOT,SPLY""","KSh 13,950","KSh 20,000",5 out of 5
Infinix Note 40 PRO  - 6.78'' Display - 256GB ROM - 8GB GB RAM - 108MP - 5000mAh COVER S WATCH,"KSh 46,999 - KSh 50,000","KSh 49,999",3.7 out of 5
"Tecno T528 ,,,16MB ROM + 8MB RAM ..2500mAh//FM//Dual SIM,,,black","KSh 1,830","KSh 90,000",3.8 out of 5
"Samsung Galaxy A15, 6.5"", 256GB + 8GB RAM (Dual SIM), 5000mAh, 4G-Blue Black + Charging Adapter, Smartwatch & F9 Earbuds","KSh 1,550","KSh 3,500",5 out of 5
"Apple IPhone 12 Pro 6.1"" 256GB HDD- 6GB RAM -Duos Physical sim with E-sim- Pacific Blue","KSh 23,999","KSh 23,999",3.9 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM,, SW I12 BUDS","KSh 2,800","KSh 17,341",5 out of 5
"Realme Note 50 6.74"" 128GB ROM+4GB RAM(Upto 8GB RAM) 5000mAH 13MP Al Camera Dual sim-Midnight Black,./SMT./,","KSh 11,599","KSh 39,999",3.3 out of 5
"Tecno SPARK 20,IPS LCD DISPLAY,6.6""5000MAH,8GB RAM UPTO 16GB RAM,256GB ROM,5000MAH,","KSh 17,399","KSh 23,000",4 out of 5
"Nokia C1 2nd Edition ,5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh, 5MP, Blue+ QUALITY GIFTS","KSh 4,999","KSh 45,999",3 out of 5
"XIAOMI Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh AIR 10  blue","KSh 2,000","KSh 3,000",1 out of 5
"XIAOMI Redmi A3, 6.71"" Display 4GB RAM + 128GB 5000mAh   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK )","KSh 12,999","KSh 20,000",5 out of 5
Vivo Y03 - 6.56'' - 4GB RAM + 64GB ROM - Dual SIM - 5000mAh -  Gem Green  (2YRs WRTY) +FREE CHRISTMASS CUP,"KSh 12,699","KSh 25,000",5 out of 5
"XIAOMI Redmi A3, 6.71"" Display 3GB RAM + 64GB 5000mAh (Dual SIM) - Black + Free Gifts ms","KSh 21,499","KSh 69,999",5 out of 5
Samsung Galaxy Note 10 Plus 10+ 12GB + 256GB -Single Sim -  Midnight Black,"KSh 2,250","KSh 3,599",5 out of 5
"Samsung Galaxy A04e,6.5"" PLS LCD(32GB ROM +3GB RAM) 5000MAH","KSh 13,950","KSh 35,999",4.1 out of 5
"Samsung Galaxy A04e, 6.5"",DISPLAY SIZE( 32GB + 3GB)(Dual SIM), 13MP, 5000mAh,,","KSh 13,180","KSh 19,999",5 out of 5
"VILLAON V30 RS, 675"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue","KSh 26,930","KSh 1,680",3.5 out of 5
"Itel 5082, 240"" Screen, 3-Triple SIM CARD, FM Radio","KSh 11,495","KSh 60,000",4.2 out of 5
Tecno Spark 10c Soft  Non Slippery  Back Cover + 64GB Memory Card + I-12,"KSh 4,999","KSh 5,449",3.7 out of 5
Oppo A98 Display: 6.43-8GB RAM//256 GB ROM Battery Capacity: 5000Ah.. BEST GIFTS,"KSh 14,570","KSh 17,899",5 out of 5
"Samsung Charger Adapter 25W Type C to C  Fast Charging Adapter  For GALAXY A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM + Extra Gifts  Bluetooth Wireless Earbuds, Wrist Classic Watch","KSh 25,999","KSh 220,000",1 out of 5
"Vivo V40,AMOLED DISPLAY,6.78"" INCHES,12GB RAM & 256GB ROM,5500MAH,80W,50MP,120HZ,SPLY'","KSh 23,350","KSh 22,000",2 out of 5
"Itel S23 PLUS-AMOLED-6.78-INCHES,128GB ROM & 4GB RAM,5000MAH,50MP,4G,","KSh 24,280","KSh 340,000",5 out of 5
